ID, Splay Tree Integer Sequence, AVL Tree Integer Sequence, Binary Tree Integer Sequence, Splay Tree Random Sequence, AVL Tree Random Sequence, Binary Tree Random Sequence, Splay Tree Duplicate Integer Sequence, AVL Tree Duplicate Integer Sequence, Binary Tree Duplicate Integer Sequence, Splay Tree Prime Integer Sequence, AVL Tree Prime Integer Sequence, Binary Tree Integer Sequence
9316, 9, 13, 18, 16, 12, 11, 1, 9, 12, -1, -1, -1
9317, 13, 14, 16, 18, 13, 23, 1, 9, 12, -1, -1, -1
9318, 15, 13, 18, 12, 13, 18, 1, 9, 12, -1, -1, -1
9319, 7, 14, 19, 18, 13, 18, 1, 9, 12, -1, -1, -1
9320, 28, 11, 12, 15, 12, 12, 24, 13, 11, -1, -1, -1
9321, 9, 13, 14, 15, 11, 22, 2, 13, 11, -1, -1, -1
9322, 19, 10, 19, 21, 15, 23, 3, 13, 11, -1, -1, -1
9323, 15, 14, 14, 19, 12, 17, 2, 13, 11, -1, -1, -1
9324, 22, 13, 20, 22, 9, 14, 1, 13, 11, -1, -1, -1
9325, 13, 12, 14, 19, 12, 14, 19, 12, 17, -1, -1, -1
9326, 6, 12, 20, 21, 12, 16, 2, 12, 17, -1, -1, -1
9327, 9, 13, 21, 12, 12, 16, 2, 12, 17, -1, -1, -1
9328, 16, 13, 18, 18, 13, 12, 3, 12, 17, -1, -1, -1
9329, 22, 13, 17, 10, 12, 17, 1, 12, 17, -1, -1, -1
9330, 8, 14, 19, 21, 12, 22, 23, 13, 12, -1, -1, -1
9331, 6, 13, 23, 16, 13, 16, 1, 13, 12, -1, -1, -1
9332, 17, 11, 14, 8, 14, 20, 1, 13, 12, -1, -1, -1
9333, 24, 12, 14, 17, 12, 20, 1, 13, 12, -1, -1, -1
9334, 14, 14, 19, 18, 12, 15, 1, 13, 12, -1, -1, -1
9335, 19, 12, 24, 17, 13, 20, 15, 11, 20, -1, -1, -1
9336, 22, 11, 14, 10, 12, 22, 3, 11, 20, -1, -1, -1
9337, 14, 11, 15, 25, 14, 16, 2, 11, 20, -1, -1, -1
9338, 20, 9, 14, 14, 13, 19, 1, 11, 20, -1, -1, -1
9339, 14, 14, 16, 14, 13, 21, 3, 11, 20, -1, -1, -1
9340, 9, 13, 16, 20, 13, 15, 14, 13, 15, -1, -1, -1
9341, 11, 14, 14, 19, 13, 21, 3, 13, 15, -1, -1, -1
9342, 10, 12, 15, 12, 13, 15, 1, 13, 15, -1, -1, -1
9343, 19, 14, 16, 15, 12, 16, 2, 13, 15, -1, -1, -1
9344, 13, 13, 16, 17, 13, 18, 2, 13, 15, -1, -1, -1
9345, 21, 13, 26, 24, 11, 17, 19, 10, 14, -1, -1, -1
9346, 11, 11, 21, 15, 12, 15, 2, 10, 14, -1, -1, -1
9347, 22, 15, 20, 12, 13, 14, 2, 10, 14, -1, -1, -1
9348, 9, 12, 14, 11, 12, 22, 1, 10, 14, -1, -1, -1
9349, 13, 12, 15, 11, 13, 17, 2, 10, 14, -1, -1, -1
9350, 21, 13, 17, 22, 14, 17, 10, 11, 20, -1, -1, -1
9351, 14, 12, 16, 12, 13, 15, 3, 11, 20, -1, -1, -1
9352, 10, 13, 18, 19, 14, 21, 2, 11, 20, -1, -1, -1
9353, 12, 12, 16, 19, 14, 16, 2, 11, 20, -1, -1, -1
9354, 16, 12, 13, 16, 10, 13, 1, 11, 20, -1, -1, -1
9355, 14, 14, 19, 15, 14, 16, 8, 11, 21, -1, -1, -1
9356, 7, 11, 16, 16, 12, 16, 1, 11, 21, -1, -1, -1
9357, 12, 13, 18, 13, 13, 18, 2, 11, 21, -1, -1, -1
9358, 23, 11, 19, 19, 13, 11, 3, 11, 21, -1, -1, -1
9359, 14, 12, 18, 19, 14, 11, 2, 11, 21, -1, -1, -1
9360, 13, 12, 18, 18, 12, 24, 14, 13, 12, -1, -1, -1
9361, 9, 12, 14, 17, 14, 17, 2, 13, 12, -1, -1, -1
9362, 11, 13, 21, 16, 12, 24, 3, 13, 12, -1, -1, -1
9363, 11, 10, 16, 27, 12, 10, 3, 13, 12, -1, -1, -1
9364, 13, 12, 19, 11, 13, 15, 2, 13, 12, -1, -1, -1
9365, 15, 12, 18, 9, 13, 12, 15, 10, 14, -1, -1, -1
9366, 17, 13, 17, 10, 14, 17, 1, 10, 14, -1, -1, -1
9367, 21, 10, 16, 13, 13, 17, 2, 10, 14, -1, -1, -1
9368, 25, 13, 20, 16, 14, 17, 1, 10, 14, -1, -1, -1
9369, 19, 14, 15, 12, 14, 20, 2, 10, 14, -1, -1, -1
9370, 13, 14, 14, 7, 14, 16, 16, 8, 8, -1, -1, -1
9371, 15, 11, 11, 15, 13, 14, 1, 8, 8, -1, -1, -1
9372, 22, 12, 11, 15, 13, 17, 1, 8, 8, -1, -1, -1
9373, 20, 13, 19, 11, 13, 18, 3, 8, 8, -1, -1, -1
9374, 12, 13, 21, 14, 12, 11, 4, 8, 8, -1, -1, -1
9375, 16, 13, 19, 10, 12, 16, 22, 10, 19, -1, -1, -1
9376, 16, 11, 15, 21, 12, 8, 2, 10, 19, -1, -1, -1
9377, 13, 13, 15, 18, 10, 26, 1, 10, 19, -1, -1, -1
9378, 19, 12, 18, 11, 12, 16, 2, 10, 19, -1, -1, -1
9379, 14, 12, 20, 24, 14, 14, 3, 10, 19, -1, -1, -1
9380, 21, 12, 17, 12, 12, 16, 21, 8, 12, -1, -1, -1
9381, 15, 12, 16, 16, 13, 23, 1, 8, 12, -1, -1, -1
9382, 12, 13, 16, 13, 12, 19, 1, 8, 12, -1, -1, -1
9383, 19, 13, 13, 16, 12, 19, 1, 8, 12, -1, -1, -1
9384, 15, 12, 18, 25, 12, 14, 2, 8, 12, -1, -1, -1
9385, 16, 13, 17, 19, 11, 18, 16, 11, 12, -1, -1, -1
9386, 16, 11, 22, 18, 13, 15, 2, 11, 12, -1, -1, -1
9387, 16, 12, 19, 9, 13, 14, 1, 11, 12, -1, -1, -1
9388, 16, 12, 16, 6, 13, 14, 2, 11, 12, -1, -1, -1
9389, 14, 13, 19, 19, 14, 13, 2, 11, 12, -1, -1, -1
9390, 10, 11, 18, 13, 12, 13, 15, 11, 9, -1, -1, -1
9391, 23, 12, 9, 26, 13, 15, 1, 11, 9, -1, -1, -1
9392, 7, 12, 11, 11, 13, 20, 3, 11, 9, -1, -1, -1
9393, 11, 12, 11, 16, 12, 22, 1, 11, 9, -1, -1, -1
9394, 12, 12, 13, 10, 11, 13, 2, 11, 9, -1, -1, -1
9395, 17, 13, 17, 11, 14, 18, 23, 12, 11, -1, -1, -1
9396, 14, 12, 11, 16, 13, 21, 2, 12, 11, -1, -1, -1
9397, 21, 11, 19, 20, 12, 19, 1, 12, 11, -1, -1, -1
9398, 22, 14, 20, 10, 11, 11, 3, 12, 11, -1, -1, -1
9399, 17, 13, 11, 11, 14, 18, 2, 12, 11, -1, -1, -1
9400, 19, 11, 14, 15, 12, 17, 14, 11, 14, -1, -1, -1
9401, 13, 13, 16, 21, 14, 24, 2, 11, 14, -1, -1, -1
9402, 12, 13, 12, 11, 11, 17, 2, 11, 14, -1, -1, -1
9403, 13, 10, 14, 15, 12, 12, 1, 11, 14, -1, -1, -1
9404, 19, 12, 23, 8, 13, 15, 1, 11, 14, -1, -1, -1
9405, 10, 10, 17, 25, 12, 17, 18, 13, 13, -1, -1, -1
9406, 17, 11, 12, 9, 13, 11, 1, 13, 13, -1, -1, -1
9407, 13, 11, 20, 12, 14, 19, 1, 13, 13, -1, -1, -1
9408, 19, 14, 20, 7, 13, 23, 2, 13, 13, -1, -1, -1
9409, 6, 12, 19, 14, 11, 11, 1, 13, 13, -1, -1, -1
9410, 15, 13, 22, 13, 12, 13, 17, 12, 15, -1, -1, -1
9411, 23, 12, 12, 10, 13, 15, 1, 12, 15, -1, -1, -1
9412, 13, 11, 16, 14, 12, 15, 1, 12, 15, -1, -1, -1
9413, 9, 13, 13, 12, 12, 13, 1, 12, 15, -1, -1, -1
9414, 11, 11, 17, 19, 11, 9, 2, 12, 15, -1, -1, -1
9415, 11, 12, 14, 14, 12, 17, 16, 11, 19, -1, -1, -1
9416, 9, 13, 17, 10, 10, 12, 1, 11, 19, -1, -1, -1
9417, 21, 13, 21, 10, 14, 20, 3, 11, 19, -1, -1, -1
9418, 14, 13, 20, 14, 13, 19, 1, 11, 19, -1, -1, -1
9419, 14, 13, 17, 16, 13, 18, 1, 11, 19, -1, -1, -1
9420, 18, 14, 14, 18, 14, 13, 11, 12, 17, -1, -1, -1
9421, 15, 12, 15, 18, 13, 12, 1, 12, 17, -1, -1, -1
9422, 13, 12, 16, 10, 9, 12, 3, 12, 17, -1, -1, -1
9423, 1, 9, 12, 17, 13, 18, 2, 12, 17, -1, -1, -1
9424, 22, 14, 12, 21, 13, 12, 2, 12, 17, -1, -1, -1
9425, 6, 12, 22, 13, 12, 16, 15, 8, 17, -1, -1, -1
9426, 15, 11, 14, 15, 13, 18, 1, 8, 17, -1, -1, -1
9427, 17, 13, 16, 10, 12, 15, 1, 8, 17, -1, -1, -1
9428, 16, 14, 15, 21, 12, 20, 2, 8, 17, -1, -1, -1
9429, 11, 11, 14, 13, 12, 11, 2, 8, 17, -1, -1, -1
9430, 12, 12, 17, 16, 13, 21, 11, 10, 10, -1, -1, -1
9431, 12, 10, 8, 20, 12, 22, 2, 10, 10, -1, -1, -1
9432, 16, 11, 20, 15, 12, 23, 3, 10, 10, -1, -1, -1
9433, 18, 12, 14, 19, 12, 17, 1, 10, 10, -1, -1, -1
9434, 17, 14, 16, 13, 13, 15, 2, 10, 10, -1, -1, -1
9435, 18, 12, 21, 13, 12, 15, 18, 12, 11, -1, -1, -1
9436, 12, 13, 16, 10, 12, 16, 3, 12, 11, -1, -1, -1
9437, 11, 13, 12, 9, 9, 9, 2, 12, 11, -1, -1, -1
9438, 28, 13, 14, 12, 12, 13, 2, 12, 11, -1, -1, -1
9439, 13, 12, 11, 11, 12, 20, 2, 12, 11, -1, -1, -1
9440, 18, 12, 15, 8, 12, 14, 15, 8, 18, -1, -1, -1
9441, 17, 13, 13, 21, 14, 15, 2, 8, 18, -1, -1, -1
9442, 15, 10, 14, 20, 11, 18, 1, 8, 18, -1, -1, -1
9443, 8, 13, 23, 15, 12, 20, 2, 8, 18, -1, -1, -1
9444, 7, 12, 16, 16, 14, 17, 1, 8, 18, -1, -1, -1
9445, 8, 10, 17, 8, 14, 18, 14, 9, 16, -1, -1, -1
9446, 6, 12, 14, 11, 12, 12, 3, 9, 16, -1, -1, -1
9447, 28, 11, 10, 11, 13, 21, 2, 9, 16, -1, -1, -1
9448, 6, 11, 18, 8, 12, 22, 4, 9, 16, -1, -1, -1
9449, 9, 13, 14, 15, 14, 14, 2, 9, 16, -1, -1, -1
9450, 31, 13, 21, 14, 12, 22, 16, 12, 13, -1, -1, -1
9451, 15, 14, 23, 10, 14, 13, 2, 12, 13, -1, -1, -1
9452, 16, 13, 15, 19, 14, 17, 3, 12, 13, -1, -1, -1
9453, 11, 14, 18, 12, 13, 18, 1, 12, 13, -1, -1, -1
9454, 11, 13, 17, 17, 11, 13, 3, 12, 13, -1, -1, -1
9455, 13, 11, 19, 15, 14, 17, 14, 9, 15, -1, -1, -1
9456, 20, 12, 17, 13, 13, 21, 2, 9, 15, -1, -1, -1
9457, 20, 15, 22, 17, 12, 15, 2, 9, 15, -1, -1, -1
9458, 18, 13, 15, 6, 13, 15, 4, 9, 15, -1, -1, -1
9459, 9, 12, 15, 13, 11, 19, 2, 9, 15, -1, -1, -1
9460, 4, 12, 15, 31, 13, 16, 20, 10, 12, -1, -1, -1
9461, 8, 13, 16, 20, 11, 12, 2, 10, 12, -1, -1, -1
9462, 13, 13, 15, 11, 14, 18, 2, 10, 12, -1, -1, -1
9463, 14, 13, 15, 8, 11, 14, 2, 10, 12, -1, -1, -1
9464, 15, 14, 15, 12, 11, 18, 1, 10, 12, -1, -1, -1
9465, 19, 13, 13, 11, 12, 17, 25, 13, 13, -1, -1, -1
9466, 15, 12, 15, 25, 13, 16, 3, 13, 13, -1, -1, -1
9467, 17, 11, 19, 11, 13, 14, 2, 13, 13, -1, -1, -1
9468, 9, 12, 24, 15, 13, 14, 2, 13, 13, -1, -1, -1
9469, 18, 12, 13, 10, 12, 20, 2, 13, 13, -1, -1, -1
9470, 15, 13, 20, 14, 10, 16, 17, 8, 15, -1, -1, -1
9471, 17, 12, 18, 16, 13, 12, 1, 8, 15, -1, -1, -1
9472, 9, 10, 26, 14, 13, 14, 1, 8, 15, -1, -1, -1
9473, 10, 14, 19, 23, 13, 20, 3, 8, 15, -1, -1, -1
9474, 18, 14, 20, 18, 13, 18, 3, 8, 15, -1, -1, -1
9475, 15, 12, 11, 13, 12, 13, 17, 12, 13, -1, -1, -1
9476, 15, 13, 14, 17, 12, 12, 2, 12, 13, -1, -1, -1
9477, 16, 13, 18, 12, 13, 14, 3, 12, 13, -1, -1, -1
9478, 18, 14, 11, 8, 14, 13, 2, 12, 13, -1, -1, -1
9479, 18, 12, 26, 16, 14, 15, 2, 12, 13, -1, -1, -1
9480, 15, 13, 17, 22, 14, 24, 20, 10, 10, -1, -1, -1
9481, 15, 14, 13, 7, 14, 17, 3, 10, 10, -1, -1, -1
9482, 12, 12, 20, 19, 13, 18, 2, 10, 10, -1, -1, -1
9483, 12, 14, 15, 16, 12, 14, 2, 10, 10, -1, -1, -1
9484, 19, 12, 20, 14, 14, 13, 1, 10, 10, -1, -1, -1
9485, 7, 11, 27, 16, 11, 15, 16, 10, 18, -1, -1, -1
9486, 12, 12, 16, 17, 13, 13, 2, 10, 18, -1, -1, -1
9487, 15, 10, 12, 17, 12, 17, 2, 10, 18, -1, -1, -1
9488, 17, 13, 15, 17, 11, 16, 1, 10, 18, -1, -1, -1
9489, 10, 13, 20, 8, 13, 18, 2, 10, 18, -1, -1, -1
9490, 17, 13, 10, 11, 15, 19, 21, 11, 19, -1, -1, -1
9491, 15, 13, 16, 16, 13, 20, 2, 11, 19, -1, -1, -1
9492, 18, 13, 21, 21, 13, 14, 2, 11, 19, -1, -1, -1
9493, 20, 14, 18, 11, 15, 14, 3, 11, 19, -1, -1, -1
9494, 20, 13, 16, 21, 12, 19, 1, 11, 19, -1, -1, -1
9495, 10, 12, 22, 16, 13, 27, 25, 13, 11, -1, -1, -1
9496, 14, 11, 12, 13, 12, 13, 1, 13, 11, -1, -1, -1
9497, 10, 13, 16, 4, 12, 18, 1, 13, 11, -1, -1, -1
9498, 11, 13, 15, 11, 13, 20, 2, 13, 11, -1, -1, -1
9499, 9, 12, 16, 14, 12, 16, 1, 13, 11, -1, -1, -1
9500, 8, 14, 19, 19, 12, 16, 26, 12, 10, -1, -1, -1
9501, 7, 13, 15, 15, 12, 19, 1, 12, 10, -1, -1, -1
9502, 9, 14, 17, 18, 12, 15, 1, 12, 10, -1, -1, -1
9503, 9, 12, 16, 10, 12, 22, 1, 12, 10, -1, -1, -1
9504, 21, 14, 20, 15, 13, 20, 2, 12, 10, -1, -1, -1
9505, 11, 13, 12, 6, 15, 14, 20, 11, 18, -1, -1, -1
9506, 13, 14, 17, 11, 13, 12, 3, 11, 18, -1, -1, -1
9507, 17, 11, 14, 19, 12, 14, 2, 11, 18, -1, -1, -1
9508, 16, 13, 18, -1, -1, -1, 1, 11, 18, -1, -1, -1
9509, 13, 12, 15, 13, 13, 14, 2, 11, 18, -1, -1, -1
9510, 19, 12, 21, 9, 12, 12, 10, 8, 14, -1, -1, -1
9511, 16, 10, 17, 21, 13, 19, 2, 8, 14, -1, -1, -1
9512, 12, 12, 12, 11, 15, 17, 3, 8, 14, -1, -1, -1
9513, 22, 10, 13, 19, 13, 21, 2, 8, 14, -1, -1, -1
9514, 16, 13, 14, 17, 12, 15, 2, 8, 14, -1, -1, -1
9515, 18, 12, 16, 17, 12, 20, 16, 10, 12, -1, -1, -1
9516, 15, 9, 16, 25, 13, 16, 2, 10, 12, -1, -1, -1
9517, 14, 13, 13, 8, 14, 15, 2, 10, 12, -1, -1, -1
9518, 18, 11, 8, 17, 12, 15, 2, 10, 12, -1, -1, -1
9519, 16, 13, 19, 14, 13, 13, 1, 10, 12, -1, -1, -1
9520, 21, 12, 16, 12, 12, 14, 20, 13, 14, -1, -1, -1
9521, 19, 11, 10, 10, 12, 17, 1, 13, 14, -1, -1, -1
9522, 11, 13, 17, 12, 14, 14, 1, 13, 14, -1, -1, -1
9523, 13, 13, 15, 21, 10, 9, 3, 13, 14, -1, -1, -1
9524, 10, 12, 16, 5, 12, 14, 2, 13, 14, -1, -1, -1
9525, 12, 13, 21, 16, 11, 12, 20, 12, 15, -1, -1, -1
9526, 11, 12, 16, 21, 13, 21, 2, 12, 15, -1, -1, -1
9527, 20, 12, 12, 17, 13, 10, 2, 12, 15, -1, -1, -1
9528, 14, 12, 18, 15, 14, 17, 1, 12, 15, -1, -1, -1
9529, 21, 13, 17, 17, 13, 16, 2, 12, 15, -1, -1, -1
9530, 22, 12, 21, 9, 13, 15, 10, 11, 20, -1, -1, -1
9531, 11, 13, 17, 14, 11, 15, 1, 11, 20, -1, -1, -1
9532, 11, 13, 11, 15, 14, 17, 3, 11, 20, -1, -1, -1
9533, 13, 12, 19, 9, 12, 16, 2, 11, 20, -1, -1, -1
9534, 21, 14, 13, 15, 12, 16, 2, 11, 20, -1, -1, -1
9535, 25, 12, 20, 12, 12, 22, 12, 12, 16, -1, -1, -1
9536, 14, 13, 19, 18, 13, 14, 3, 12, 16, -1, -1, -1
9537, 14, 12, 16, 11, 14, 15, 2, 12, 16, -1, -1, -1
9538, 18, 11, 16, 13, 14, 18, 2, 12, 16, -1, -1, -1
9539, 12, 12, 17, 22, 14, 17, 2, 12, 16, -1, -1, -1
9540, 12, 13, 11, 11, 12, 21, 19, 11, 16, -1, -1, -1
9541, 10, 14, 20, 26, 12, 20, 1, 11, 16, -1, -1, -1
9542, 10, 10, 12, 13, 13, 15, 3, 11, 16, -1, -1, -1
9543, 11, 12, 18, 11, 11, 11, 2, 11, 16, -1, -1, -1
9544, 22, 11, 19, 14, 13, 14, 1, 11, 16, -1, -1, -1
9545, 11, 14, 12, 6, 13, 21, 13, 12, 9, -1, -1, -1
9546, 20, 14, 16, 12, 15, 14, 3, 12, 9, -1, -1, -1
9547, 2, 10, 9, 21, 13, 15, 2, 12, 9, -1, -1, -1
9548, 9, 11, 22, 20, 13, 12, 1, 12, 9, -1, -1, -1
9549, 14, 13, 19, 12, 15, 17, 4, 12, 9, -1, -1, -1
9550, 17, 12, 10, 15, 14, 19, 18, 9, 17, -1, -1, -1
9551, 12, 12, 17, 8, 12, 15, 1, 9, 17, -1, -1, -1
9552, 16, 11, 19, 14, 14, 20, 4, 9, 17, -1, -1, -1
9553, 11, 14, 16, 15, 10, 17, 1, 9, 17, -1, -1, -1
9554, 17, 10, 18, 10, 13, 11, 1, 9, 17, -1, -1, -1
9555, 12, 12, 18, 13, 14, 18, 22, 9, 6, -1, -1, -1
9556, 24, 8, 12, 14, 13, 23, 2, 9, 6, -1, -1, -1
9557, 9, 12, 12, 17, 15, 22, 3, 9, 6, -1, -1, -1
9558, 14, 11, 25, 21, 13, 15, 1, 9, 6, -1, -1, -1
9559, 10, 14, 25, 5, 13, 20, 3, 9, 6, -1, -1, -1
9560, 18, 13, 12, 15, 12, 16, 23, 9, 14, -1, -1, -1
9561, 15, 12, 21, 8, 14, 18, 1, 9, 14, -1, -1, -1
9562, 17, 13, 16, 21, 12, 14, 2, 9, 14, -1, -1, -1
9563, 18, 12, 20, 15, 13, 14, 2, 9, 14, -1, -1, -1
9564, 31, 13, 25, 16, 14, 18, 1, 9, 14, -1, -1, -1
9565, 22, 14, 16, 19, 14, 16, 20, 10, 12, -1, -1, -1
9566, 15, 12, 14, 14, 13, 22, 1, 10, 12, -1, -1, -1
9567, 9, 7, 6, 10, 13, 16, 3, 10, 12, -1, -1, -1
9568, 12, 12, 11, 8, 14, 17, 2, 10, 12, -1, -1, -1
9569, 20, 11, 26, 17, 13, 16, 2, 10, 12, -1, -1, -1
9570, 18, 10, 15, 25, 13, 9, 16, 9, 21, -1, -1, -1
9571, 12, 14, 13, 25, 14, 12, 2, 9, 21, -1, -1, -1
9572, 11, 12, 13, 17, 13, 18, 2, 9, 21, -1, -1, -1
9573, 16, 14, 12, 9, 13, 14, 2, 9, 21, -1, -1, -1
9574, 9, 12, 14, 13, 8, 12, 2, 9, 21, -1, -1, -1
9575, 24, 12, 21, 11, 13, 21, 22, 12, 15, -1, -1, -1
9576, 9, 13, 15, 18, 11, 14, 3, 12, 15, -1, -1, -1
9577, 14, 14, 22, 7, 14, 21, 2, 12, 15, -1, -1, -1
9578, 18, 13, 19, 15, 12, 19, 2, 12, 15, -1, -1, -1
9579, 15, 12, 22, 9, 14, 18, 1, 12, 15, -1, -1, -1
9580, 8, 15, 22, 11, 14, 16, 20, 10, 13, -1, -1, -1
9581, 11, 12, 9, 18, 14, 18, 1, 10, 13, -1, -1, -1
9582, 13, 14, 15, 7, 14, 12, 3, 10, 13, -1, -1, -1
9583, 18, 12, 11, 6, 13, 20, 2, 10, 13, -1, -1, -1
9584, 12, 12, 18, 13, 14, 19, 3, 10, 13, -1, -1, -1
9585, 19, 13, 12, 23, 13, 17, 15, 13, 12, -1, -1, -1
9586, 12, 12, 11, 21, 10, 20, 1, 13, 12, -1, -1, -1
9587, 16, 10, 21, 7, 13, 15, 3, 13, 12, -1, -1, -1
9588, 15, 11, 12, 17, 14, 16, 2, 13, 12, -1, -1, -1
9589, 19, 13, 17, 23, 13, 16, 1, 13, 12, -1, -1, -1
9590, 12, 13, 20, 12, 12, 19, 14, 12, 10, -1, -1, -1
9591, 19, 12, 16, 17, 13, 18, 2, 12, 10, -1, -1, -1
9592, 15, 14, 18, 16, 14, 18, 3, 12, 10, -1, -1, -1
9593, 12, 12, 13, 9, 13, 16, 3, 12, 10, -1, -1, -1
9594, 13, 13, 21, 9, 12, 18, 2, 12, 10, -1, -1, -1
9595, 9, 12, 19, 13, 12, 11, 12, 10, 13, -1, -1, -1
9596, 9, 10, 18, 16, 14, 12, 2, 10, 13, -1, -1, -1
9597, 18, 12, 19, 6, 11, 18, 2, 10, 13, -1, -1, -1
9598, 11, 12, 19, 18, 13, 15, 3, 10, 13, -1, -1, -1
9599, 6, 14, 12, 22, 13, 20, 3, 10, 13, -1, -1, -1
9600, 16, 14, 16, 13, 13, 16, 24, 11, 16, -1, -1, -1
9601, 11, 13, 12, 12, 12, 17, 1, 11, 16, -1, -1, -1
9602, 13, 13, 12, 16, 12, 19, 1, 11, 16, -1, -1, -1
9603, 23, 13, 19, 13, 14, 13, 2, 11, 16, -1, -1, -1
9604, 13, 12, 11, 12, 13, 13, 1, 11, 16, -1, -1, -1
9605, 21, 13, 14, 13, 12, 17, 15, 9, 13, -1, -1, -1
9606, 12, 12, 19, 15, 13, 13, 3, 9, 13, -1, -1, -1
9607, 19, 13, 18, 16, 13, 13, 1, 9, 13, -1, -1, -1
9608, 16, 13, 18, 19, 13, 25, 3, 9, 13, -1, -1, -1
9609, 18, 12, 16, 12, 12, 17, 3, 9, 13, -1, -1, -1
9610, 17, 13, 17, 13, 12, 10, 17, 10, 14, -1, -1, -1
9611, 11, 12, 12, 21, 12, 22, 2, 10, 14, -1, -1, -1
9612, 21, 11, 17, 15, 13, 13, 2, 10, 14, -1, -1, -1
9613, 13, 12, 18, 24, 13, 16, 3, 10, 14, -1, -1, -1
9614, 16, 13, 14, 14, 13, 17, 2, 10, 14, -1, -1, -1
9615, 9, 10, 20, 10, 14, 17, 15, 11, 13, -1, -1, -1
9616, 19, 12, 15, 17, 14, 11, 3, 11, 13, -1, -1, -1
9617, 16, 13, 19, 22, 11, 19, 1, 11, 13, -1, -1, -1
9618, 15, 9, 22, 20, 14, 14, 1, 11, 13, -1, -1, -1
9619, 7, 11, 15, 12, 12, 12, 3, 11, 13, -1, -1, -1
9620, 15, 12, 14, 12, 14, 19, 15, 11, 13, -1, -1, -1
9621, 14, 12, 13, 10, 14, 13, 2, 11, 13, -1, -1, -1
9622, 16, 12, 12, 24, 13, 18, 3, 11, 13, -1, -1, -1
9623, 12, 14, 18, 18, 13, 14, 2, 11, 13, -1, -1, -1
9624, 13, 13, 13, 10, 13, 16, 3, 11, 13, -1, -1, -1
9625, 21, 12, 15, 14, 12, 14, 18, 10, 17, -1, -1, -1
9626, 11, 11, 10, 8, 13, 20, 1, 10, 17, -1, -1, -1
9627, 10, 13, 21, 6, 13, 21, 1, 10, 17, -1, -1, -1
9628, 6, 14, 16, 21, 12, 19, 3, 10, 17, -1, -1, -1
9629, 10, 12, 14, 12, 11, 9, 2, 10, 17, -1, -1, -1
9630, 10, 12, 17, 13, 12, 16, 21, 11, 18, -1, -1, -1
9631, 19, 12, 18, 17, 15, 23, 2, 11, 18, -1, -1, -1
9632, 13, 12, 19, 11, 14, 17, 3, 11, 18, -1, -1, -1
9633, 10, 14, 18, 11, 14, 16, 3, 11, 18, -1, -1, -1
9634, 18, 13, 19, 10, 11, 15, 1, 11, 18, -1, -1, -1
9635, 9, 13, 20, 15, 12, 15, 11, 12, 14, -1, -1, -1
9636, 12, 12, 9, 15, 13, 11, 3, 12, 14, -1, -1, -1
9637, 20, 12, 19, 18, 13, 16, 4, 12, 14, -1, -1, -1
9638, 12, 13, 13, 14, 13, 15, 2, 12, 14, -1, -1, -1
9639, 14, 13, 15, 10, 14, 13, 1, 12, 14, -1, -1, -1
9640, 27, 14, 14, 12, 13, 18, 13, 12, 12, -1, -1, -1
9641, 15, 12, 15, 21, 12, 21, 2, 12, 12, -1, -1, -1
9642, 14, 13, 15, 23, 13, 17, 3, 12, 12, -1, -1, -1
9643, 15, 11, 17, 17, 14, 23, 1, 12, 12, -1, -1, -1
9644, 14, 12, 15, 27, 13, 18, 2, 12, 12, -1, -1, -1
9645, 21, 14, 23, 13, 13, 13, 17, 11, 15, -1, -1, -1
9646, 22, 13, 22, 14, 13, 17, 1, 11, 15, -1, -1, -1
9647, 6, 14, 14, 22, 12, 14, 3, 11, 15, -1, -1, -1
9648, 19, 13, 27, 15, 12, 22, 2, 11, 15, -1, -1, -1
9649, 9, 13, 13, 18, 8, 13, 1, 11, 15, -1, -1, -1
9650, 14, 12, 20, 16, 13, 13, 23, 9, 13, -1, -1, -1
9651, 19, 11, 17, 15, 14, 20, 2, 9, 13, -1, -1, -1
9652, 20, 12, 18, 11, 13, 26, 3, 9, 13, -1, -1, -1
9653, 12, 11, 18, 8, 12, 17, 1, 9, 13, -1, -1, -1
9654, 17, 14, 14, 19, 13, 17, 1, 9, 13, -1, -1, -1
9655, 11, 13, 12, 10, 13, 14, 15, 9, 14, -1, -1, -1
9656, 20, 13, 19, 14, 13, 21, 2, 9, 14, -1, -1, -1
9657, 11, 14, 17, 12, 14, 17, 1, 9, 14, -1, -1, -1
9658, 18, 14, 16, 16, 14, 20, 2, 9, 14, -1, -1, -1
9659, 12, 14, 19, 18, 13, 11, 4, 9, 14, -1, -1, -1
9660, 13, 11, 9, 17, 13, 18, 20, 11, 13, -1, -1, -1
9661, 18, 12, 21, 13, 12, 15, 2, 11, 13, -1, -1, -1
9662, 18, 15, 15, 16, 11, 18, 1, 11, 13, -1, -1, -1
9663, 19, 13, 20, 12, 12, 21, 1, 11, 13, -1, -1, -1
9664, 20, 15, 20, 9, 13, 20, 3, 11, 13, -1, -1, -1
9665, 17, 12, 15, 9, 13, 14, 14, 11, 13, -1, -1, -1
9666, 25, 12, 14, 17, 12, 24, 2, 11, 13, -1, -1, -1
9667, 12, 13, 20, 14, 13, 14, 3, 11, 13, -1, -1, -1
9668, 8, 13, 16, 18, 13, 19, 1, 11, 13, -1, -1, -1
9669, 11, 11, 12, 13, 11, 15, 2, 11, 13, -1, -1, -1
